age,job,marital,education,housing,loan,duration,campaign,pdays,previous,emp.var.rate,nr.employed,subscribe
34,blue-collar,1,3,1,1,1479,4,999,0,1.1,5191,1
29,technician,1,5,0,0,104,4,999,0,1.1,5191,0
47,admin.,1,3,1,0,136,1,999,0,1.1,5191,0
36,blue-collar,1,1,1,0,21,21,999,0,1.1,5191,0
51,admin.,2,5,1,0,72,18,999,0,1.1,5191,0
41,blue-collar,0,4,1,0,125,2,999,0,1.1,5191,0
33,admin.,1,4,0,0,307,1,999,0,1.1,5191,0
38,admin.,1,5,1,1,154,2,999,0,1.1,5191,0
33,admin.,1,4,0,1,357,1,999,0,1.1,5191,0
36,blue-collar,1,6,1,1,236,1,999,0,1.1,5191,0
33,blue-collar,0,4,1,0,202,2,999,0,1.1,5191,0
36,admin.,1,4,0,0,227,2,999,0,1.1,5191,0
44,blue-collar,2,3,1,0,166,1,999,0,1.1,5191,0
44,admin.,1,5,1,1,143,2,999,0,1.1,5191,0
31,services,1,4,1,0,119,5,999,0,1.1,5191,0
45,services,0,4,1,0,268,1,999,0,1.1,5191,0
48,admin.,2,4,1,0,507,1,999,0,1.1,5191,0
25,management,0,5,1,0,126,4,999,0,1.1,5191,0
37,self-employed,1,6,1,1,268,1,999,0,1.1,5191,0
27,services,0,4,1,0,386,1,999,0,1.1,5191,0
35,blue-collar,1,2,0,0,313,2,999,0,1.1,5191,0
34,services,1,4,0,0,63,1,999,0,1.1,5191,0
36,services,1,3,1,0,87,1,999,0,1.1,5191,0
38,blue-collar,0,3,1,0,75,1,999,0,1.1,5191,0
46,blue-collar,1,1,0,0,89,1,999,0,1.1,5191,0
42,technician,1,6,0,1,96,5,999,0,1.1,5191,0
42,blue-collar,1,3,1,0,209,1,999,0,1.1,5191,0
39,blue-collar,1,2,0,0,181,1,999,0,1.1,5191,0
38,admin.,1,4,0,0,173,4,999,0,1.1,5191,0
31,blue-collar,1,2,0,0,439,2,999,0,1.1,5191,0
28,self-employed,1,6,1,0,119,1,999,0,1.1,5191,0
29,admin.,0,5,1,0,713,1,999,0,1.1,5191,0
32,technician,0,4,1,0,202,1,999,0,1.1,5191,0
39,admin.,1,6,1,1,72,1,999,0,1.1,5191,0
34,admin.,0,4,1,0,78,4,999,0,1.1,5191,0
27,blue-collar,1,3,0,1,217,1,999,0,1.1,5191,0
27,blue-collar,1,3,0,0,392,1,999,0,1.1,5191,0
30,technician,2,3,1,0,188,1,999,0,1.1,5191,0
36,services,1,4,0,0,130,1,999,0,1.1,5191,0
39,blue-collar,1,1,1,0,151,3,999,0,1.1,5191,0
37,blue-collar,0,3,0,0,211,2,999,0,1.1,5191,0
31,blue-collar,0,4,0,0,249,11,999,0,1.1,5191,0
56,technician,1,1,0,1,1210,1,999,0,1.1,5191,0
49,blue-collar,1,3,1,0,27,1,999,0,1.1,5191,0
20,entrepreneur,0,4,0,1,680,1,999,0,1.1,5191,0
53,technician,2,5,1,0,206,1,999,0,1.1,5191,0
40,blue-collar,0,3,0,1,227,1,999,0,1.1,5191,0
30,blue-collar,1,2,0,0,124,1,999,0,1.1,5191,0
50,housemaid,1,3,-1,-1,66,7,999,0,1.1,5191,0
30,services,1,3,1,0,821,2,999,0,1.1,5191,0
41,services,2,3,1,0,189,3,999,0,1.1,5191,0
53,technician,2,5,1,0,352,1,999,0,1.1,5191,0
36,admin.,0,5,1,0,126,1,999,0,1.1,5191,0
39,blue-collar,0,1,0,0,565,2,999,0,1.1,5191,0
40,admin.,1,5,1,0,615,2,999,0,1.1,5191,1
56,blue-collar,1,3,0,0,167,3,999,0,1.1,5191,0
39,admin.,1,4,0,0,211,4,999,0,1.1,5191,0
40,admin.,0,4,1,0,742,3,999,0,1.1,5191,0
33,blue-collar,1,2,1,0,134,1,999,0,1.1,5191,0
47,blue-collar,1,1,1,0,615,1,999,0,1.1,5191,0
29,admin.,0,4,1,0,143,2,999,0,1.1,5191,0
55,admin.,1,4,1,0,497,2,999,0,1.1,5191,0
38,admin.,0,5,1,0,105,4,999,0,1.1,5191,0
43,housemaid,1,1,1,1,213,1,999,0,1.1,5191,0
35,technician,0,5,1,0,294,1,999,0,1.1,5191,0
33,blue-collar,1,2,1,0,289,1,999,0,1.1,5191,0
28,admin.,1,2,0,0,461,1,999,0,1.1,5191,0
34,admin.,1,5,0,0,162,1,999,0,1.1,5191,0
30,blue-collar,0,3,0,0,207,1,999,0,1.1,5191,0
27,blue-collar,0,3,1,0,185,1,999,0,1.1,5191,0
35,technician,1,5,0,0,399,1,999,0,1.1,5191,0
42,entrepreneur,1,4,1,0,67,2,999,0,1.1,5191,0
30,blue-collar,1,-1,0,0,85,2,999,0,1.1,5191,0
31,services,0,4,1,0,317,1,999,0,1.1,5191,0
50,services,1,1,1,0,507,1,999,0,1.1,5191,1
33,blue-collar,1,2,0,0,1183,1,999,0,1.1,5191,1
55,retired,1,4,0,0,302,1,999,0,1.1,5191,0
35,management,1,3,1,1,344,2,999,0,1.1,5191,0
25,entrepreneur,0,5,1,0,8,4,999,0,1.1,5191,0
47,blue-collar,1,1,1,0,489,1,999,0,1.1,5191,0
49,housemaid,1,1,0,0,328,1,999,0,1.1,5191,0
27,technician,1,4,0,0,201,1,999,0,1.1,5191,0
50,management,1,5,1,0,117,2,999,0,1.1,5191,0
48,entrepreneur,1,5,0,0,226,1,999,0,1.1,5191,0
35,entrepreneur,1,4,0,0,97,2,999,0,1.1,5191,0
30,technician,0,4,0,0,438,1,999,0,1.1,5191,0
31,blue-collar,1,2,0,0,174,1,999,0,1.1,5191,0
49,management,2,5,0,0,675,1,999,0,1.1,5191,0
43,blue-collar,1,3,0,0,123,18,999,0,1.1,5191,0
39,blue-collar,1,3,0,0,257,2,999,0,1.1,5191,0
35,technician,1,5,0,0,266,2,999,0,1.1,5191,0
32,blue-collar,1,3,-1,-1,195,2,999,0,1.1,5191,0
36,management,0,5,1,0,145,3,999,0,1.1,5191,0
31,entrepreneur,0,3,0,0,232,4,999,0,1.1,5191,0
35,retired,1,6,0,0,97,2,999,0,1.1,5191,0
56,retired,1,2,1,0,91,3,999,0,1.1,5191,0
37,management,1,5,0,0,83,2,999,0,1.1,5191,0
38,admin.,1,6,0,0,314,2,999,0,1.1,5191,0
25,unemployed,0,4,0,0,694,2,999,0,1.1,5191,1
35,blue-collar,1,-1,0,0,146,1,999,0,1.1,5191,0
25,blue-collar,1,3,0,0,149,2,999,0,1.1,5191,0
27,admin.,0,-1,1,0,591,2,999,0,1.1,5191,0
57,housemaid,2,1,1,0,288,3,999,0,1.1,5191,0
35,blue-collar,1,1,0,0,36,1,999,0,1.1,5191,0
49,services,1,4,1,0,191,2,999,0,1.1,5191,0
46,blue-collar,1,-1,0,0,97,1,999,0,1.1,5191,0
32,blue-collar,1,2,1,0,71,2,999,0,1.1,5191,0
48,admin.,0,4,1,0,275,2,999,0,1.1,5191,0
30,technician,0,5,0,0,187,4,999,0,1.1,5191,0
30,technician,1,5,1,0,170,5,999,0,1.1,5191,0
49,retired,1,1,0,0,177,3,999,0,1.1,5191,0
50,blue-collar,1,2,0,0,251,1,999,0,1.1,5191,0
33,services,1,1,0,0,152,1,999,0,1.1,5191,0
45,blue-collar,1,2,0,0,463,1,999,0,1.1,5191,0
48,retired,1,1,0,0,157,1,999,0,1.1,5191,0
55,admin.,2,5,1,0,74,2,999,0,1.1,5191,0
27,blue-collar,0,1,0,1,179,2,999,0,1.1,5191,0
54,technician,1,6,0,0,796,1,999,0,1.1,5191,1
38,blue-collar,1,3,1,0,160,3,999,0,1.1,5191,0
45,admin.,1,4,0,0,272,2,999,0,1.1,5191,0
43,blue-collar,1,1,0,0,296,1,999,0,1.1,5191,0
31,technician,1,5,0,1,125,2,999,0,1.1,5191,0
45,technician,1,4,0,0,81,2,999,0,1.1,5191,0
44,technician,0,4,0,0,189,3,999,0,1.1,5191,0
36,blue-collar,1,3,1,0,597,3,999,0,1.1,5191,0
33,blue-collar,1,3,0,0,61,1,999,0,1.1,5191,0
30,services,0,3,0,0,53,1,999,0,1.1,5191,0
31,blue-collar,1,1,1,0,159,2,999,0,1.1,5191,0
27,blue-collar,1,3,0,0,198,2,999,0,1.1,5191,0
54,admin.,1,4,-1,-1,45,1,999,0,1.1,5191,0
39,admin.,0,4,1,0,132,1,999,0,1.1,5191,0
33,admin.,1,5,0,0,664,2,999,0,1.1,5191,1
45,services,1,4,0,0,290,1,999,0,1.1,5191,0
44,technician,1,6,1,1,184,2,999,0,1.1,5191,0
42,unemployed,0,1,1,0,51,1,999,0,1.1,5191,0
55,admin.,1,3,0,0,119,1,999,0,1.1,5191,0
40,services,1,2,1,0,260,1,999,0,1.1,5191,0
51,entrepreneur,1,3,0,1,68,1,999,0,1.1,5191,0
29,management,0,5,0,0,99,2,999,0,1.1,5191,0
33,blue-collar,0,3,0,0,285,2,999,0,1.1,5191,0
46,blue-collar,1,6,0,0,247,1,999,0,1.1,5191,0
31,blue-collar,1,3,0,0,81,4,999,0,1.1,5191,0
41,admin.,1,3,0,0,244,6,999,0,1.1,5191,0
52,services,1,-1,0,0,227,1,999,0,1.1,5191,0
49,management,2,5,0,1,289,2,999,0,1.1,5191,0
46,housemaid,1,1,0,0,183,1,999,0,1.1,5191,0
29,services,1,4,0,0,100,2,999,0,1.1,5191,0
41,management,1,2,1,0,648,1,999,0,1.1,5191,1
42,retired,1,3,1,0,198,3,999,0,1.1,5191,0
39,housemaid,1,5,1,0,536,7,999,0,1.1,5191,0
45,admin.,1,3,1,0,173,1,999,0,1.1,5191,0
35,services,2,6,0,0,184,2,999,0,1.1,5191,0
44,management,1,3,0,0,282,2,999,0,1.1,5191,0
32,technician,0,5,1,0,269,2,999,0,1.1,5191,0
36,admin.,0,4,0,1,176,6,999,0,1.1,5191,0
43,management,1,2,0,0,347,2,999,0,1.1,5191,0
42,technician,1,3,1,0,88,3,999,0,1.1,5191,0
39,blue-collar,1,2,1,0,279,2,999,0,1.1,5191,0
35,services,2,6,1,1,294,3,999,0,1.1,5191,0
30,blue-collar,0,3,0,0,188,2,999,0,1.1,5191,0
34,blue-collar,1,1,1,0,116,6,999,0,1.1,5191,0
39,admin.,1,2,0,0,60,6,999,0,1.1,5191,0
55,retired,2,6,0,1,217,2,999,0,1.1,5191,0
29,blue-collar,0,6,0,0,298,5,999,0,1.1,5191,0
53,technician,1,6,0,0,864,2,999,0,1.1,5191,1
31,admin.,1,4,0,0,469,3,999,0,1.1,5191,0
59,retired,2,3,0,1,139,2,999,0,1.1,5191,0
43,technician,2,-1,0,0,80,9,999,0,1.1,5191,0
33,admin.,1,4,1,0,67,2,999,0,1.1,5191,0
36,blue-collar,1,3,0,0,129,2,999,0,1.1,5191,0
31,technician,1,6,0,0,89,5,999,0,1.1,5191,0
31,admin.,2,5,0,0,346,2,999,0,1.1,5191,0
27,blue-collar,1,2,0,0,47,1,999,0,1.1,5191,0
40,admin.,0,5,0,0,244,3,999,0,1.1,5191,0
47,blue-collar,1,1,0,0,136,1,999,0,1.1,5191,0
42,admin.,0,5,0,0,110,5,999,0,1.1,5191,0
35,blue-collar,2,1,1,1,433,3,999,0,1.1,5191,0
24,services,1,4,1,0,66,2,999,0,1.1,5191,0
55,unemployed,1,1,1,0,140,2,999,0,1.1,5191,0
49,blue-collar,1,1,1,0,89,1,999,0,1.1,5191,0
36,services,1,4,1,0,54,1,999,0,1.1,5191,0
34,blue-collar,1,3,1,0,172,1,999,0,1.1,5191,0
28,services,0,4,0,0,72,3,999,0,1.1,5191,0
50,technician,1,6,1,1,124,1,999,0,1.1,5191,0
27,blue-collar,1,3,1,0,118,1,999,0,1.1,5191,0
42,blue-collar,1,1,1,0,24,1,999,0,1.1,5191,0
52,blue-collar,0,1,-1,-1,489,2,999,0,1.1,5191,0
34,admin.,1,4,0,0,357,1,999,0,1.1,5191,0
44,admin.,0,4,0,0,84,3,999,0,1.1,5191,0
39,services,1,4,0,0,239,2,999,0,1.1,5191,0
27,blue-collar,1,3,1,0,466,1,999,0,1.1,5191,0
50,management,1,5,1,0,383,1,999,0,1.1,5191,0
27,management,0,5,0,1,413,1,999,0,1.1,5191,0
33,services,0,2,1,0,101,2,999,0,1.1,5191,0
49,blue-collar,1,1,0,0,344,1,999,0,1.1,5191,0
51,unemployed,1,3,1,0,360,1,999,0,1.1,5191,0
46,blue-collar,1,3,0,0,79,2,999,0,1.1,5191,0
58,retired,2,5,1,0,314,2,999,0,1.1,5191,0
32,admin.,2,5,0,0,315,2,999,0,1.1,5191,0
53,technician,1,6,1,1,117,2,999,0,1.1,5191,0
41,blue-collar,2,2,0,0,229,2,999,0,1.1,5191,0
46,retired,1,1,0,0,94,1,999,0,1.1,5191,0
30,services,1,-1,1,1,83,4,999,0,1.1,5191,0
32,admin.,1,5,1,1,338,2,999,0,1.1,5191,0
31,services,0,4,0,0,491,1,999,0,1.1,5191,0
46,blue-collar,1,3,0,0,167,1,999,0,1.1,5191,0
46,blue-collar,1,3,1,0,258,1,999,0,1.1,5191,0
54,retired,1,1,0,0,1730,1,999,0,1.1,5191,1
31,unemployed,0,6,0,0,83,1,999,0,1.1,5191,0
34,blue-collar,1,1,0,0,193,2,999,0,1.1,5191,0
41,admin.,1,4,0,0,249,2,999,0,1.1,5191,0
33,admin.,1,4,0,0,629,2,999,0,1.1,5191,0
36,technician,1,6,1,0,260,2,999,0,1.1,5191,0
37,blue-collar,0,3,0,1,202,2,999,0,1.1,5191,0
38,blue-collar,1,4,0,0,471,5,999,0,1.1,5191,0
25,self-employed,0,5,0,0,217,5,999,0,1.1,5191,0
56,services,1,3,0,0,300,3,999,0,1.1,5191,0
29,services,1,3,1,0,94,3,999,0,1.1,5191,0
28,services,0,4,0,0,397,1,999,0,1.1,5191,0
35,entrepreneur,1,4,0,0,157,2,999,0,1.1,5191,0
46,housemaid,1,1,1,0,238,8,999,0,1.1,5191,0
36,blue-collar,1,3,0,0,389,4,999,0,1.1,5191,0
49,blue-collar,1,3,0,1,667,3,999,0,1.1,5191,0
28,management,0,5,0,0,376,4,999,0,1.1,5191,0
32,technician,0,5,0,0,23,16,999,0,1.1,5191,0
40,services,1,4,1,0,133,1,999,0,1.1,5191,0
41,services,1,3,1,0,251,3,999,0,1.1,5191,0
41,blue-collar,1,2,1,0,115,1,999,0,1.1,5191,0
34,blue-collar,2,6,-1,-1,209,1,999,0,1.1,5191,0
34,services,0,3,1,1,124,1,999,0,1.1,5191,0
42,admin.,1,5,0,0,96,1,999,0,1.1,5191,0
30,management,0,5,0,1,691,5,999,0,1.1,5191,1
38,housemaid,1,2,1,1,87,2,999,0,1.1,5191,0
53,entrepreneur,1,-1,1,0,126,2,999,0,1.1,5191,0
28,blue-collar,0,3,0,0,259,2,999,0,1.1,5191,0
35,blue-collar,1,3,0,0,330,5,999,0,1.1,5191,0
34,technician,1,5,0,0,198,3,999,0,1.1,5191,0
59,entrepreneur,1,3,1,1,429,10,999,0,1.1,5191,0
42,blue-collar,1,1,0,0,545,1,999,0,1.1,5191,0
32,blue-collar,1,4,1,0,44,7,999,0,1.1,5191,0
28,admin.,0,-1,1,0,279,2,999,0,1.1,5191,0
31,services,1,4,0,0,136,2,999,0,1.1,5191,0
55,technician,1,6,0,0,48,2,999,0,1.1,5191,0
36,blue-collar,1,1,0,1,449,4,999,0,1.1,5191,0
37,admin.,0,5,0,0,362,3,999,0,1.1,5191,0
42,technician,0,3,1,0,99,2,999,0,1.1,5191,0
43,technician,0,6,1,0,207,3,999,0,1.1,5191,0
36,technician,1,5,0,0,297,14,999,0,1.1,5191,0
25,blue-collar,1,3,1,0,172,1,999,0,1.1,5191,0
49,housemaid,1,1,1,0,158,10,999,0,1.1,5191,0
51,blue-collar,2,1,1,0,180,2,999,0,1.1,5191,0
49,blue-collar,1,1,1,0,410,1,999,0,1.1,5191,0
37,entrepreneur,1,4,1,0,57,4,999,0,1.1,5191,0
35,admin.,0,5,0,1,424,3,999,0,1.1,5191,0
28,admin.,0,5,0,1,74,2,999,0,1.1,5191,0
39,blue-collar,1,1,1,0,96,4,999,0,1.1,5191,0
21,technician,0,6,0,1,109,2,999,0,1.1,5191,0
39,entrepreneur,2,4,0,0,52,2,999,0,1.1,5191,0
46,blue-collar,0,6,0,0,26,5,999,0,1.1,5191,0
57,retired,1,3,0,0,506,2,999,0,1.1,5191,0
27,admin.,1,4,0,0,173,3,999,0,1.1,5191,0
52,admin.,1,4,0,0,643,2,999,0,1.1,5191,0
42,technician,1,6,1,0,77,3,999,0,1.1,5191,0
30,management,0,5,0,1,95,2,999,0,1.1,5191,0
52,blue-collar,1,3,1,0,463,2,999,0,1.1,5191,0
36,admin.,1,4,1,0,25,1,999,0,1.1,5191,0
25,technician,0,6,1,0,104,2,999,0,1.1,5191,0
56,blue-collar,1,1,0,0,267,2,999,0,1.1,5191,0
47,blue-collar,2,3,1,0,64,1,999,0,1.1,5191,0
25,blue-collar,1,3,0,0,340,3,999,0,1.1,5191,0
33,admin.,2,5,0,0,325,2,999,0,1.1,5191,0
53,management,1,1,0,0,528,2,999,0,1.1,5191,0
33,admin.,2,5,1,0,1277,2,999,0,1.1,5191,0
43,entrepreneur,1,5,0,1,363,4,999,0,1.1,5191,0
42,blue-collar,1,1,1,0,411,3,999,0,1.1,5191,0
32,blue-collar,1,2,1,0,245,2,999,0,1.1,5191,0
51,admin.,2,5,-1,-1,160,2,999,0,1.1,5191,0
25,blue-collar,0,4,0,0,313,2,999,0,1.1,5191,0
40,blue-collar,1,1,1,0,140,5,999,0,1.1,5191,0
30,blue-collar,2,3,1,0,25,2,999,0,1.1,5191,0
45,blue-collar,1,2,1,0,157,3,999,0,1.1,5191,0
34,admin.,1,5,0,1,157,2,999,0,1.1,5191,0
36,entrepreneur,1,5,0,0,386,3,999,0,1.1,5191,0
34,technician,1,3,0,0,593,2,999,0,1.1,5191,0
35,services,2,4,0,1,176,2,999,0,1.1,5191,0
44,blue-collar,0,1,0,0,189,2,999,0,1.1,5191,0
37,unemployed,1,5,-1,-1,302,2,999,0,1.1,5191,0
31,services,1,5,1,0,165,4,999,0,1.1,5191,0
29,blue-collar,1,3,0,0,48,5,999,0,1.1,5191,0
39,management,1,5,1,0,51,4,999,0,1.1,5191,0
41,blue-collar,1,1,0,1,99,2,999,0,1.1,5191,0
25,services,1,4,1,0,452,2,999,0,1.1,5191,0
50,management,1,5,0,1,187,3,999,0,1.1,5191,0
26,blue-collar,0,3,1,0,335,2,999,0,1.1,5191,0
37,services,1,4,0,0,110,8,999,0,1.1,5191,0
43,blue-collar,0,-1,0,0,299,3,999,0,1.1,5191,0
28,self-employed,1,6,1,1,85,3,999,0,1.1,5191,0
31,blue-collar,1,3,0,1,234,3,999,0,1.1,5191,0
50,admin.,1,4,0,0,264,2,999,0,1.1,5191,0
46,admin.,2,4,1,1,233,4,999,0,1.1,5191,0
50,technician,1,6,0,0,239,4,999,0,1.1,5191,0
52,blue-collar,1,6,0,1,611,3,999,0,1.1,5191,0
35,blue-collar,0,6,0,1,600,2,999,0,1.1,5191,0
60,retired,2,1,0,0,478,2,999,0,1.1,5191,0
42,blue-collar,1,3,0,0,92,5,999,0,1.1,5191,0
25,self-employed,0,5,1,0,158,2,999,0,1.1,5191,0
35,technician,0,6,0,0,198,2,999,0,1.1,5191,0
37,management,0,4,0,0,438,2,999,0,1.1,5191,0
41,management,1,5,1,0,205,7,999,0,1.1,5191,0
35,blue-collar,1,2,0,0,342,2,999,0,1.1,5191,0
49,services,1,4,0,0,249,2,999,0,1.1,5191,0
36,blue-collar,1,3,0,0,75,6,999,0,1.1,5191,0
45,services,0,6,0,0,225,4,999,0,1.1,5191,0
48,entrepreneur,1,4,1,0,88,3,999,0,1.1,5191,0
28,self-employed,0,5,0,0,314,5,999,0,1.1,5191,0
42,management,1,5,0,0,109,3,999,0,1.1,5191,0
42,blue-collar,1,1,0,0,456,2,999,0,1.1,5191,0
33,admin.,1,5,0,0,92,5,999,0,1.1,5191,0
29,blue-collar,1,6,0,0,223,5,999,0,1.1,5191,0
27,technician,1,6,0,0,148,3,999,0,1.1,5191,0
35,technician,1,6,1,0,205,3,999,0,1.1,5191,0
40,blue-collar,1,4,0,0,80,3,999,0,1.1,5191,0
33,blue-collar,2,3,1,0,357,3,999,0,1.1,5191,0
41,self-employed,0,5,1,1,23,17,999,0,1.1,5191,0
39,admin.,1,5,-1,-1,513,2,999,0,1.1,5191,0
43,admin.,0,4,0,1,171,5,999,0,1.1,5191,0
31,admin.,0,5,0,0,90,8,999,0,1.1,5191,0
35,blue-collar,1,4,0,0,55,4,999,0,1.1,5191,0
40,technician,1,6,0,1,51,2,999,0,1.1,5191,0
59,retired,1,6,0,0,560,9,999,0,1.1,5191,1
27,admin.,0,5,0,0,245,2,999,0,1.1,5191,0
47,admin.,1,4,1,0,318,2,999,0,1.1,5191,0
45,management,1,5,0,0,105,2,999,0,1.1,5191,0
51,blue-collar,1,3,0,1,261,2,999,0,1.1,5191,0
60,retired,2,4,1,0,398,4,999,0,1.1,5191,0
45,admin.,1,2,1,0,200,4,999,0,1.1,5191,0
52,entrepreneur,1,3,0,0,267,4,999,0,1.1,5191,0
27,admin.,1,5,0,0,191,5,999,0,1.1,5191,0
44,technician,0,6,1,0,300,4,999,0,1.1,5191,0
40,blue-collar,1,3,1,0,82,4,999,0,1.1,5191,0
32,unemployed,0,4,0,0,153,3,999,0,1.1,5191,0
24,blue-collar,0,3,0,0,504,3,999,0,1.1,5191,0
46,admin.,0,4,1,0,104,3,999,0,1.1,5191,0
34,admin.,0,4,0,0,194,3,999,0,1.1,5191,0
44,services,1,4,1,1,212,4,999,0,1.1,5191,0
29,blue-collar,1,1,1,1,122,4,999,0,1.1,5191,0
31,services,1,4,0,0,185,6,999,0,1.1,5191,0
38,unknown,2,4,1,0,107,3,999,0,1.1,5191,0
26,admin.,0,4,0,0,87,5,999,0,1.1,5191,0
40,admin.,1,3,0,1,145,2,999,0,1.1,5191,0
47,blue-collar,2,3,1,0,30,2,999,0,1.1,5191,0
43,unemployed,1,4,1,0,585,3,999,0,1.1,5191,0
34,blue-collar,1,2,0,0,136,2,999,0,1.1,5191,0
25,blue-collar,0,2,0,1,90,8,999,0,1.1,5191,0
36,technician,1,5,0,0,146,2,999,0,1.1,5191,0
34,blue-collar,1,3,1,1,180,2,999,0,1.1,5191,0
29,admin.,1,2,0,1,376,3,999,0,1.1,5191,0
33,technician,1,5,0,1,619,3,999,0,1.1,5191,0
22,blue-collar,0,3,1,0,100,2,999,0,1.1,5191,0
48,entrepreneur,2,1,0,0,75,1,999,0,1.1,5191,0
29,admin.,0,3,0,0,93,1,999,0,1.1,5191,0
46,retired,1,5,0,0,334,2,999,0,1.1,5191,0
34,blue-collar,1,3,0,1,92,1,999,0,1.1,5191,0
56,management,1,5,0,0,750,2,999,0,1.1,5191,0
39,blue-collar,1,1,0,0,332,1,999,0,1.1,5191,0
36,blue-collar,0,3,0,0,333,3,999,0,1.1,5191,0
56,management,2,5,1,0,118,2,999,0,1.1,5191,0
36,blue-collar,1,3,0,0,620,1,999,0,1.1,5191,0
36,admin.,0,4,1,0,193,6,999,0,1.1,5191,0
52,retired,1,1,1,0,138,1,999,0,1.1,5191,0
39,admin.,1,5,1,0,543,1,999,0,1.1,5191,1
35,student,0,5,0,0,297,1,999,0,1.1,5191,0
54,services,0,4,0,0,144,1,999,0,1.1,5191,0
59,admin.,1,5,0,1,155,1,999,0,1.1,5191,0
33,admin.,1,6,1,1,140,1,999,0,1.1,5191,0
42,admin.,0,3,0,0,42,7,999,0,1.1,5191,0
54,management,1,5,1,0,127,4,999,0,1.1,5191,0
52,self-employed,0,1,1,0,61,1,999,0,1.1,5191,0
35,services,1,4,0,0,267,1,999,0,1.1,5191,0
55,admin.,1,3,0,1,103,2,999,0,1.1,5191,0
35,housemaid,1,1,0,1,205,5,999,0,1.1,5191,0
47,blue-collar,0,3,1,0,54,1,999,0,1.1,5191,0
26,blue-collar,1,3,1,0,132,3,999,0,1.1,5191,0
36,blue-collar,0,2,1,0,275,1,999,0,1.1,5191,0
40,technician,1,3,1,0,203,1,999,0,1.1,5191,0
34,student,0,1,0,0,95,1,999,0,1.1,5191,0
40,admin.,0,-1,1,0,177,1,999,0,1.1,5191,0
42,blue-collar,1,2,0,0,179,1,999,0,1.1,5191,0
51,technician,1,-1,1,0,136,2,999,0,1.1,5191,0
39,blue-collar,1,2,0,0,128,7,999,0,1.1,5191,0
58,blue-collar,1,1,1,0,184,1,999,0,1.1,5191,0
37,services,1,4,0,1,284,1,999,0,1.1,5191,0
33,services,1,2,1,0,148,1,999,0,1.1,5191,0
30,self-employed,0,5,1,0,244,2,999,0,1.1,5191,0
30,admin.,0,4,0,0,107,2,999,0,1.1,5191,0
31,blue-collar,1,3,1,0,140,3,999,0,1.1,5191,0
47,self-employed,1,5,1,0,217,5,999,0,1.1,5191,0
45,blue-collar,1,0,0,0,1196,1,999,0,1.1,5191,0
46,admin.,1,6,1,0,78,1,999,0,1.1,5191,0
45,blue-collar,1,3,0,0,129,2,999,0,1.1,5191,0
35,admin.,1,4,1,0,52,1,999,0,1.1,5191,0
33,admin.,1,4,1,0,41,1,999,0,1.1,5191,0
43,unemployed,1,4,1,0,285,1,999,0,1.1,5191,0
56,admin.,2,-1,1,0,134,1,999,0,1.1,5191,0
26,technician,0,6,0,0,14,1,999,0,1.1,5191,0
29,blue-collar,0,6,1,0,182,2,999,0,1.1,5191,0
40,technician,1,3,1,0,539,1,999,0,1.1,5191,1
41,blue-collar,1,2,1,0,37,3,999,0,1.1,5191,0
35,admin.,1,5,1,0,162,5,999,0,1.1,5191,0
33,blue-collar,1,3,0,0,413,1,999,0,1.1,5191,0
53,entrepreneur,2,-1,0,0,184,1,999,0,1.1,5191,0
34,services,1,4,0,0,285,1,999,0,1.1,5191,0
47,blue-collar,1,-1,0,0,361,1,999,0,1.1,5191,0
40,technician,1,3,1,0,74,1,999,0,1.1,5191,0
52,blue-collar,0,3,1,0,130,1,999,0,1.1,5191,0
29,admin.,1,5,1,0,203,1,999,0,1.1,5191,0
42,technician,0,4,0,0,186,1,999,0,1.1,5191,0
37,admin.,1,4,1,0,37,1,999,0,1.1,5191,0
39,blue-collar,1,1,0,0,206,2,999,0,1.1,5191,0
31,blue-collar,0,4,-1,-1,230,4,999,0,1.1,5191,0
28,entrepreneur,1,3,0,0,73,1,999,0,1.1,5191,0
35,services,1,4,0,0,283,1,999,0,1.1,5191,0
37,technician,1,6,0,1,44,1,999,0,1.1,5191,0
34,self-employed,1,6,0,0,205,1,999,0,1.1,5191,0
37,blue-collar,1,3,0,0,291,1,999,0,1.1,5191,0
42,blue-collar,2,3,0,0,159,1,999,0,1.1,5191,0
42,admin.,1,1,0,0,148,1,999,0,1.1,5191,0
58,technician,1,6,1,0,57,3,999,0,1.1,5191,0
28,entrepreneur,1,3,1,0,733,1,999,0,1.1,5191,1
38,services,0,3,1,0,193,1,999,0,1.1,5191,0
38,admin.,1,5,1,0,744,1,999,0,1.1,5191,0
34,management,0,3,1,0,84,1,999,0,1.1,5191,0
45,admin.,1,3,1,1,254,1,999,0,1.1,5191,0
53,admin.,1,5,1,0,135,1,999,0,1.1,5191,0
50,self-employed,1,1,0,0,23,1,999,0,1.1,5191,0
30,blue-collar,0,3,1,0,578,3,999,0,1.1,5191,0
38,technician,2,6,1,0,1093,1,999,0,1.1,5191,1
36,technician,1,6,1,0,247,1,999,0,1.1,5191,0
46,blue-collar,1,1,1,0,114,9,999,0,1.1,5191,0
42,admin.,2,4,1,0,119,1,999,0,1.1,5191,0
32,management,1,5,1,0,619,1,999,0,1.1,5191,0
38,technician,1,3,0,0,514,3,999,0,1.1,5191,0
51,technician,1,6,0,0,337,1,999,0,1.1,5191,0
